Base_Height,H_Feb04,H_Feb14,H_Feb21,H_Feb28,Growth_Feb04,Growth_Feb14,Growth_Feb21,Growth_Feb28,Rate_Feb04_Feb14,Rate_Feb14_Feb21,Rate_Feb21_Feb28,Total_Growth,Growth_Acceleration,Survival_Score,Treatment_Encoded,Alive_Feb14,Alive_Feb21,Alive_Feb28,Target_Accession
20,26.2,28,28.9,0,6.2,8,8.9,0,0.18,0.128571429,-4.128571429,-20,-4.308571429,0.666666667,1,1,1,0,7
21.5,29.1,32,33,0,7.6,10.5,11.5,0,0.29,0.142857143,-4.714285714,-21.5,-5.004285714,0.666666667,1,1,1,0,7
17,29.3,32,36,0,12.3,15,19,0,0.27,0.571428571,-5.142857143,-17,-5.412857143,0.666666667,1,1,1,0,7
15.5,24.5,27.9,29.3,0,9,12.4,13.8,0,0.34,0.2,-4.185714286,-15.5,-4.525714286,0.666666667,1,1,1,0,7
20,23,23.5,0,0,3,3.5,0,0,0.05,-3.357142857,0,-20,-0.05,0.333333333,1,1,0,0,7
18.3,24.5,26.2,0,0,6.2,7.9,0,0,0.17,-3.742857143,0,-18.3,-0.17,0.333333333,1,1,0,0,7
17,25,26.5,0,0,8,9.5,0,0,0.15,-3.785714286,0,-17,-0.15,0.333333333,1,1,0,0,7
18.9,27.5,33,0,0,8.6,14.1,0,0,0.55,-4.714285714,0,-18.9,-0.55,0.333333333,1,1,0,0,7
20.5,26.5,33,33.5,0,6,12.5,13,0,0.65,0.071428571,-4.785714286,-20.5,-5.435714286,0.666666667,1,1,1,0,7
14.9,27.7,30.5,31,0,12.8,15.6,16.1,0,0.28,0.071428571,-4.428571429,-14.9,-4.708571429,0.666666667,1,1,1,0,7
17,25.5,26,0,0,8.5,9,0,0,0.05,-3.714285714,0,-17,-0.05,0.333333333,1,1,0,0,1
19.5,27.6,28.8,30.3,0,8.1,9.3,10.8,0,0.12,0.214285714,-4.328571429,-19.5,-4.448571429,0.666666667,1,1,1,0,1
21,34.1,35,41.5,41.7,13.1,14,20.5,20.7,0.09,0.928571429,0.028571429,20.7,-0.061428571,1,1,1,1,1,1
21.5,29.4,35.5,38,40,7.9,14,16.5,18.5,0.61,0.357142857,0.285714286,18.5,-0.324285714,1,1,1,1,1,1
21,34.6,38,0,0,13.6,17,0,0,0.34,-5.428571429,0,-21,-0.34,0.333333333,1,1,0,0,1
23.5,28.3,32.5,0,0,4.8,9,0,0,0.42,-4.642857143,0,-23.5,-0.42,0.333333333,1,1,0,0,1
22,31.4,33.5,33.8,0,9.4,11.5,11.8,0,0.21,0.042857143,-4.828571429,-22,-5.038571429,0.666666667,1,1,1,0,1
18.6,27.2,28,0,0,8.6,9.4,0,0,0.08,-4,0,-18.6,-0.08,0.333333333,1,1,0,0,1
24,27,28,35.6,0,3,4,11.6,0,0.1,1.085714286,-5.085714286,-24,-5.185714286,0.666666667,1,1,1,0,1
22,27.5,33.3,33.6,0,5.5,11.3,11.6,0,0.58,0.042857143,-4.8,-22,-5.38,0.666666667,1,1,1,0,1
13.5,19.2,27.2,0,0,5.7,13.7,0,0,0.8,-3.885714286,0,-13.5,-0.8,0.333333333,1,1,0,0,1
18.6,32.4,37.5,0,0,13.8,18.9,0,0,0.51,-5.357142857,0,-18.6,-0.51,0.333333333,1,1,0,0,1
17,27.2,28.8,29,32,10.2,11.8,12,15,0.16,0.028571429,0.428571429,15,0.268571429,1,1,1,1,1,6
17.6,27.1,30,32.9,37,9.5,12.4,15.3,19.4,0.29,0.414285714,0.585714286,19.4,0.295714286,1,1,1,1,1,6
19.8,25,30.5,31,31.5,5.2,10.7,11.2,11.7,0.55,0.071428571,0.071428571,11.7,-0.478571429,1,1,1,1,1,6
21,29.5,32.5,33,39.6,8.5,11.5,12,18.6,0.3,0.071428571,0.942857143,18.6,0.642857143,1,1,1,1,1,6
17,33,33.3,34.9,38.4,16,16.3,17.9,21.4,0.03,0.228571429,0.5,21.4,0.47,1,1,1,1,1,6
20.1,29.5,31,33.3,0,9.4,10.9,13.2,0,0.15,0.328571429,-4.757142857,-20.1,-4.907142857,0.666666667,1,1,1,0,6
19.5,29.2,30.1,30.7,0,9.7,10.6,11.2,0,0.09,0.085714286,-4.385714286,-19.5,-4.475714286,0.666666667,1,1,1,0,6
19.5,30.5,30.7,30.8,33.5,11,11.2,11.3,14,0.02,0.014285714,0.385714286,14,0.365714286,1,1,1,1,1,6
15.6,29.5,33,33.3,32.5,13.9,17.4,17.7,16.9,0.35,0.042857143,-0.114285714,16.9,-0.464285714,1,1,1,1,1,6
18.6,28.3,30.9,34.6,0,9.7,12.3,16,0,0.26,0.528571429,-4.942857143,-18.6,-5.202857143,0.666666667,1,1,1,0,6
21,30,31.3,33.8,38,9,10.3,12.8,17,0.13,0.357142857,0.6,17,0.47,1,1,1,1,1,6
17.5,29.5,30.5,32.1,0,12,13,14.6,0,0.1,0.228571429,-4.585714286,-17.5,-4.685714286,0.666666667,1,1,1,0,6
11,19.5,29.2,0,0,8.5,18.2,0,0,0.97,-4.171428571,0,-11,-0.97,0.333333333,1,1,0,0,4
13.2,31.2,32.3,0,0,18,19.1,0,0,0.11,-4.614285714,0,-13.2,-0.11,0.333333333,1,1,0,0,4
17.5,29,30.6,0,0,11.5,13.1,0,0,0.16,-4.371428571,0,-17.5,-0.16,0.333333333,1,1,0,0,4
19.5,29.5,30.2,31.6,0,10,10.7,12.1,0,0.07,0.2,-4.514285714,-19.5,-4.584285714,0.666666667,1,1,1,0,4
17.2,26,37,0,0,8.8,19.8,0,0,1.1,-5.285714286,0,-17.2,-1.1,0.333333333,1,1,0,0,4
18,27.2,29,0,0,9.2,11,0,0,0.18,-4.142857143,0,-18,-0.18,0.333333333,1,1,0,0,4
15.6,25.3,25.5,28.5,31,9.7,9.9,12.9,15.4,0.02,0.428571429,0.357142857,15.4,0.337142857,1,1,1,1,1,4
20.1,24.3,25,0,0,4.2,4.9,0,0,0.07,-3.571428571,0,-20.1,-0.07,0.333333333,1,1,0,0,4
9,10.775,30.6,0,0,1.5,16,0,0,1.9825,-4.371428571,0,-9,-1.9825,0,1,0,0,0,4
18.4,29,30.1,31.1,0,10.6,11.7,12.7,0,0.11,0.142857143,-4.442857143,-18.4,-4.552857143,0.666666667,1,1,1,0,4
20,29.5,33.4,35.7,0,9.5,13.4,15.7,0,0.39,0.328571429,-5.1,-20,-5.49,0.666666667,1,1,1,0,4
15.4,27.7,28.5,28.6,0,12.3,13.1,13.2,0,0.08,0.014285714,-4.085714286,-15.4,-4.165714286,0.666666667,1,1,1,0,4
25,32.1,33.3,34,0,7.1,8.3,9,0,0.12,0.1,-4.857142857,-25,-4.977142857,0.666666667,1,1,1,0,8
16,27.5,29.2,34.6,0,11.5,13.2,18.6,0,0.17,0.771428571,-4.942857143,-16,-5.112857143,0.666666667,1,1,1,0,8
15.7,27.8,34,0,0,12.1,18.3,0,0,0.62,-4.857142857,0,-15.7,-0.62,0.333333333,1,1,0,0,8
17.2,31.1,36,41,44,13.9,18.8,23.8,26.8,0.49,0.714285714,0.428571429,26.8,-0.061428571,1,1,1,1,1,8
16.5,30,38,43.5,45,13.5,21.5,27,28.5,0.8,0.785714286,0.214285714,28.5,-0.585714286,1,1,1,1,1,8
15.3,29,30.2,37,37.6,13.7,14.9,21.7,22.3,0.12,0.971428571,0.085714286,22.3,-0.034285714,1,1,1,1,1,8
18,27.6,28.4,0,0,9.6,10.4,0,0,0.08,-4.057142857,0,-18,-0.08,0.333333333,1,1,0,0,8
17.3,29.4,31.7,36,0,12.1,14.4,18.7,0,0.23,0.614285714,-5.142857143,-17.3,-5.372857143,0.666666667,1,1,1,0,8
5.75,10.775,34,0,0,0,18.3,0,0,2.3225,-4.857142857,0,-5.75,-2.3225,0,1,0,0,0,8
20,27.2,31,34,0,7.2,11,14,0,0.38,0.428571429,-4.857142857,-20,-5.237142857,0.666666667,1,1,1,0,8
20.1,27,29.6,30,33,6.9,9.5,9.9,12.9,0.26,0.057142857,0.428571429,12.9,0.168571429,1,1,1,1,1,8
19,20.2,31.9,32,0,1.2,12.9,13,0,1.17,0.014285714,-4.571428571,-19,-5.741428571,0.666666667,1,1,1,0,8
22,33,36,0,0,11,14,0,0,0.3,-5.142857143,0,-22,-0.3,0.333333333,1,1,0,0,13
24,34.6,42.4,0,0,10.6,18.4,0,0,0.78,-6.057142857,0,-24,-0.78,0.333333333,1,1,0,0,13
19.8,29.2,37,0,0,9.4,17.2,0,0,0.78,-5.285714286,0,-19.8,-0.78,0.333333333,1,1,0,0,13
18.6,29.2,37,0,0,10.6,18.4,0,0,0.78,-5.285714286,0,-18.6,-0.78,0.333333333,1,1,0,0,13
21,32.6,37,0,0,11.6,16,0,0,0.44,-5.285714286,0,-21,-0.44,0.333333333,1,1,0,0,13
19,35.2,37,0,0,16.2,18,0,0,0.18,-5.285714286,0,-19,-0.18,0.333333333,1,1,0,0,13
19,30.5,39,0,0,11.5,20,0,0,0.85,-5.571428571,0,-19,-0.85,0.333333333,1,1,0,0,13
22,35.1,40,0,0,13.1,18,0,0,0.49,-5.714285714,0,-22,-0.49,0.333333333,1,1,0,0,13
21.6,29.5,39,0,0,7.9,17.4,0,0,0.95,-5.571428571,0,-21.6,-0.95,0.333333333,1,1,0,0,13
19,29.7,36,0,0,10.7,17,0,0,0.63,-5.142857143,0,-19,-0.63,0.333333333,1,1,0,0,13
19.4,10.775,39.5,0,0,-3.6125,18.4,0,0,2.8725,-5.642857143,0,-19.4,-2.8725,0,1,0,0,0,13
5.75,10.775,39.5,0,0,0,18.4,0,0,2.8725,-5.642857143,0,-5.75,-2.8725,0,1,0,0,0,13
22.5,34.6,37,0,0,12.1,14.5,0,0,0.24,-5.285714286,0,-22.5,-0.24,0.333333333,1,1,0,0,16
27.1,30.5,33.3,0,0,3.4,6.2,0,0,0.28,-4.757142857,0,-27.1,-0.28,0.333333333,1,1,0,0,16
16,31.5,40.4,40.6,0,15.5,24.4,24.6,0,0.89,0.028571429,-5.8,-16,-6.69,0.666666667,1,1,1,0,16
25,36,48,48.2,0,11,23,23.2,0,1.2,0.028571429,-6.885714286,-25,-8.085714286,0.666666667,1,1,1,0,16
22,31.4,45,45.5,0,9.4,23,23.5,0,1.36,0.071428571,-6.5,-22,-7.86,0.666666667,1,1,1,0,16
15.6,28.6,29.5,0,0,13,13.9,0,0,0.09,-4.214285714,0,-15.6,-0.09,0.333333333,1,1,0,0,16
21,32.7,41.45,0,0,11.7,23.5,0,0,0.875,-5.921428571,0,-21,-0.875,0,1,0,0,0,16
17,37.4,46.5,0,0,18.4875,29.5,0,0,0.91,-6.642857143,0,-17,-0.91,0.333333333,1,1,0,0,16
17.9,27.5,30.1,0,0,9.6,12.2,0,0,0.26,-4.3,0,-17.9,-0.26,0.333333333,1,1,0,0,16
20.3,36.1,41.45,0,0,15.8,23.5,0,0,0.535,-5.921428571,0,-20.3,-0.535,0,1,0,0,0,16
18.2,34.2,36,43,44.5,16,17.8,24.8,26.3,0.18,1,0.214285714,26.3,0.034285714,1,1,1,1,1,16
11.5,31.3,32.5,39.5,0,18.4875,21,28,0,0.12,1,-5.642857143,-11.5,-5.762857143,0.666666667,1,1,1,0,16
16.4,22.2,24.2,0,0,5.8,7.8,0,0,0.2,-3.457142857,0,-16.4,-0.2,0.333333333,1,1,0,0,12
18,23.4,23.9,24,0,5.4,5.9,6,0,0.05,0.014285714,-3.428571429,-18,-3.478571429,0.666666667,1,1,1,0,12
13.4,21.5,23,0,0,8.1,9.6,0,0,0.15,-3.285714286,0,-13.4,-0.15,0.333333333,1,1,0,0,12
15,27.2,27.4,0,0,12.2,12.4,0,0,0.02,-3.914285714,0,-15,-0.02,0.333333333,1,1,0,0,12
18,26,26,0,0,8,8,0,0,0,-3.714285714,0,-18,0,0.333333333,1,1,0,0,12
16.7,25.4,25.9,0,0,8.7,9.2,0,0,0.05,-3.7,0,-16.7,-0.05,0.333333333,1,1,0,0,12
14,22.2,22.3,0,0,8.2,8.3,0,0,0.01,-3.185714286,0,-14,-0.01,0.333333333,1,1,0,0,12
17,25,25.5,0,0,8,8.5,0,0,0.05,-3.642857143,0,-17,-0.05,0.333333333,1,1,0,0,12
16,24.7,26,32.1,0,8.7,10,16.1,0,0.13,0.871428571,-4.585714286,-16,-4.715714286,0.666666667,1,1,1,0,12
9.5,19.6,19.7,23,0,10.1,10.2,13.5,0,0.01,0.471428571,-3.285714286,-9.5,-3.295714286,0.666666667,1,1,1,0,12
17,26.5,26.8,0,0,9.5,9.8,0,0,0.03,-3.828571429,0,-17,-0.03,0.333333333,1,1,0,0,12
14.2,24.2,25.4,0,0,10,11.2,0,0,0.12,-3.628571429,0,-14.2,-0.12,0.333333333,1,1,0,0,12
20,28.2,30.7,0,0,8.2,10.7,0,0,0.25,-4.385714286,0,-20,-0.25,0.333333333,1,1,0,0,7
18.2,23.2,28.5,0,0,5,10.3,0,0,0.53,-4.071428571,0,-18.2,-0.53,0.333333333,1,1,0,0,7
19.2,25.5,29.3,0,0,6.3,10.1,0,0,0.38,-4.185714286,0,-19.2,-0.38,0.333333333,1,1,0,0,7
16.4,26.2,31.3,0,0,9.8,15.2,0,0,0.51,-4.471428571,0,-16.4,-0.51,0,1,0,0,0,7
19,26.6,27,27.4,0,7.6,8,8.4,0,0.04,0.057142857,-3.914285714,-19,-3.954285714,0.666666667,1,1,1,0,7
17,26,30.3,0,0,9,13.3,0,0,0.43,-4.328571429,0,-17,-0.43,0.333333333,1,1,0,0,7
20,28,29,0,0,8,9,0,0,0.1,-4.142857143,0,-20,-0.1,0.333333333,1,1,0,0,7
18.2,25,29,0,0,6.8,10.8,0,0,0.4,-4.142857143,0,-18.2,-0.4,0.333333333,1,1,0,0,7
19.4,28.5,26,28,31.5,9.1,6.6,8.6,12.1,-0.25,0.285714286,0.5,12.1,0.75,1,1,1,1,1,7
7,13.7,29,29.5,0,6.7,22,22.5,0,1.53,0.071428571,-4.214285714,-7,-5.744285714,0.666666667,1,1,1,0,7
18.5,22.3,26.5,0,0,3.8,8,0,0,0.42,-3.785714286,0,-18.5,-0.42,0.333333333,1,1,0,0,7
19.6,29,30.3,0,0,9.4,10.7,0,0,0.13,-4.328571429,0,-19.6,-0.13,0.333333333,1,1,0,0,7
17.2,28.5,29.2,0,0,11.3,12,0,0,0.07,-4.171428571,0,-17.2,-0.07,0.333333333,1,1,0,0,0
21.5,33.5,34,34.3,0,12,12.5,12.8,0,0.05,0.042857143,-4.9,-21.5,-4.95,0.666666667,1,1,1,0,0
19.5,26.5,30.2,31.6,34.3,7,10.7,12.1,14.8,0.37,0.2,0.385714286,14.8,0.015714286,1,1,1,1,1,0
21.6,32.7,35,0,0,11.1,13.4,0,0,0.23,-5,0,-21.6,-0.23,0.333333333,1,1,0,0,0
21,33.4,33.7,33.8,0,12.4,12.7,12.8,0,0.03,0.014285714,-4.828571429,-21,-4.858571429,0.666666667,1,1,1,0,0
20.7,32.4,34.3,0,0,11.7,13.6,0,0,0.19,-4.9,0,-20.7,-0.19,0.333333333,1,1,0,0,0
5.75,10.775,33.85,0,0,0,16,0,0,2.3075,-4.835714286,0,-5.75,-2.3075,0,1,0,0,0,0
16,27,29,30.4,30.7,11,13,14.4,14.7,0.2,0.2,0.042857143,14.7,-0.157142857,1,1,1,1,1,0
17.5,29.2,31.5,31.7,34,11.7,14,14.2,16.5,0.23,0.028571429,0.328571429,16.5,0.098571429,1,1,1,1,1,0
14.5,27,27.5,29.5,32.6,12.5,13,15,18.1,0.05,0.285714286,0.442857143,18.1,0.392857143,1,1,1,1,1,0
5.75,10.775,33.85,0,0,0,16,0,0,2.3075,-4.835714286,0,-5.75,-2.3075,0,1,0,0,0,0
20.5,33.6,34.1,0,0,13.1,13.6,0,0,0.05,-4.871428571,0,-20.5,-0.05,0.333333333,1,1,0,0,0
19,25.3,25.5,0,0,6.3,6.5,0,0,0.02,-3.642857143,0,-19,-0.02,0.333333333,1,1,0,0,9
21.1,23.5,26.6,27,0,2.4,5.5,5.9,0,0.31,0.057142857,-3.857142857,-21.1,-4.167142857,0.666666667,1,1,1,0,9
22,27.3,29.3,0,0,5.3,7.3,0,0,0.2,-4.185714286,0,-22,-0.2,0.333333333,1,1,0,0,9
23,28.4,30.6,0,0,5.4,7.6,0,0,0.22,-4.371428571,0,-23,-0.22,0.333333333,1,1,0,0,9
23.3,33.2,36,0,0,9.9,12.7,0,0,0.28,-5.142857143,0,-23.3,-0.28,0.333333333,1,1,0,0,9
20,31.2,33,0,0,11.2,13,0,0,0.18,-4.714285714,0,-20,-0.18,0.333333333,1,1,0,0,9
5.75,10.775,34.5,0,0,0,16.1,0,0,2.3725,-4.928571429,0,-5.75,-2.3725,0,1,0,0,0,9
5.75,10.775,34.5,0,0,0,16.1,0,0,2.3725,-4.928571429,0,-5.75,-2.3725,0,1,0,0,0,9
5.75,10.775,34.5,0,0,0,16.1,0,0,2.3725,-4.928571429,0,-5.75,-2.3725,0,1,0,0,0,9
5.75,10.775,34.5,0,0,0,16.1,0,0,2.3725,-4.928571429,0,-5.75,-2.3725,0,1,0,0,0,9
5.75,10.775,34.5,0,0,0,16.1,0,0,2.3725,-4.928571429,0,-5.75,-2.3725,0,1,0,0,0,9
5.75,10.775,34.5,0,0,0,16.1,0,0,2.3725,-4.928571429,0,-5.75,-2.3725,0,1,0,0,0,9
18,35.7,38,0,0,17.7,20,0,0,0.23,-5.428571429,0,-18,-0.23,0.333333333,1,1,0,0,1
14.8,19,19.6,0,0,4.2,4.8,0,0,0.06,-2.8,0,-14.8,-0.06,0.333333333,1,1,0,0,1
23.1,22.1,30.2,30.5,0,-1,7.1,7.4,0,0.81,0.042857143,-4.357142857,-23.1,-5.167142857,0.666666667,1,1,1,0,1
22,25.2,31,37.6,38,3.2,9,15.6,16,0.58,0.942857143,0.057142857,16,-0.522857143,1,1,1,1,1,1
23.5,32.5,34,35.6,36.2,9,10.5,12.1,12.7,0.15,0.228571429,0.085714286,12.7,-0.064285714,1,1,1,1,1,1
23.7,24.4,33.5,0,0,0.7,9.8,0,0,0.91,-4.785714286,0,-23.7,-0.91,0.333333333,1,1,0,0,1
21.4,25.4,29,0,0,4,7.6,0,0,0.36,-4.142857143,0,-21.4,-0.36,0.333333333,1,1,0,0,1
12,22.6,28,0,0,10.6,16,0,0,0.54,-4,0,-12,-0.54,0.333333333,1,1,0,0,1
18.5,28.2,28,0,0,9.7,9.5,0,0,-0.02,-4,0,-18.5,0.02,0.333333333,1,1,0,0,1
5.75,10.775,34.7,0,0,0,16.5,0,0,2.3925,-4.957142857,0,-5.75,-2.3925,0,1,0,0,0,1
5.75,10.775,34.7,0,0,0,16.5,0,0,2.3925,-4.957142857,0,-5.75,-2.3925,0,1,0,0,0,1
21,32.2,34.2,0,0,11.2,13.2,0,0,0.2,-4.885714286,0,-21,-0.2,0.333333333,1,1,0,0,1
15,21.2,22.2,0,0,6.2,7.2,0,0,0.1,-3.171428571,0,-15,-0.1,0.333333333,1,1,0,0,5
14,27,29,0,0,13,15,0,0,0.2,-4.142857143,0,-14,-0.2,0.333333333,1,1,0,0,5
21,30.5,31.2,0,0,9.5,10.2,0,0,0.07,-4.457142857,0,-21,-0.07,0.333333333,1,1,0,0,5
19.7,21.7,22.5,23.5,28,2,2.8,3.8,8.3,0.08,0.142857143,0.642857143,8.3,0.562857143,1,1,1,1,1,5
19.4,27.4,27.6,29.7,30,8,8.2,10.3,10.6,0.02,0.3,0.042857143,10.6,0.022857143,1,1,1,1,1,5
19,30,33.2,38,39.5,11,14.2,19,20.5,0.32,0.685714286,0.214285714,20.5,-0.105714286,1,1,1,1,1,5
19,27.6,29,0,0,8.6,10,0,0,0.14,-4.142857143,0,-19,-0.14,0.333333333,1,1,0,0,5
19.2,23,25.7,0,0,3.8,6.5,0,0,0.27,-3.671428571,0,-19.2,-0.27,0.333333333,1,1,0,0,5
18.2,25.5,30.1,0,0,7.3,11.9,0,0,0.46,-4.3,0,-18.2,-0.46,0.333333333,1,1,0,0,5
16.5,26.4,26.8,0,0,9.9,10.3,0,0,0.04,-3.828571429,0,-16.5,-0.04,0.333333333,1,1,0,0,5
20,28,29.1,0,0,8,9.1,0,0,0.11,-4.157142857,0,-20,-0.11,0.333333333,1,1,0,0,5
20.5,31.6,33,34.4,38,11.1,12.5,13.9,17.5,0.14,0.2,0.514285714,17.5,0.374285714,1,1,1,1,1,5
19.5,24.5,31.4,0,0,5,11.9,0,0,0.69,-4.485714286,0,-19.5,-0.69,0.333333333,1,1,0,0,2
17.5,20.1,20.5,0,0,2.6,3,0,0,0.04,-2.928571429,0,-17.5,-0.04,0.333333333,1,1,0,0,2
14.7,22.3,26.5,0,0,7.6,11.8,0,0,0.42,-3.785714286,0,-14.7,-0.42,0.333333333,1,1,0,0,2
19.5,28.5,29,35.6,40.5,9,9.5,16.1,21,0.05,0.942857143,0.7,21,0.65,1,1,1,1,1,2
21,26,31,0,0,5,10,0,0,0.5,-4.428571429,0,-21,-0.5,0.333333333,1,1,0,0,2
19.8,29.1,29.5,33.8,36,9.3,9.7,14,16.2,0.04,0.614285714,0.314285714,16.2,0.274285714,1,1,1,1,1,2
12.7,15.2,18.5,0,0,2.5,5.8,0,0,0.33,-2.642857143,0,-12.7,-0.33,0.333333333,1,1,0,0,2
11,25.5,29,0,0,14.5,18,0,0,0.35,-4.142857143,0,-11,-0.35,0.333333333,1,1,0,0,2
18.8,26.2,27.3,0,0,7.4,8.5,0,0,0.11,-3.9,0,-18.8,-0.11,0.333333333,1,1,0,0,2
20.7,30.1,33,0,0,9.4,12.3,0,0,0.29,-4.714285714,0,-20.7,-0.29,0.333333333,1,1,0,0,2
17.4,29.1,30,0,0,11.7,12.6,0,0,0.09,-4.285714286,0,-17.4,-0.09,0.333333333,1,1,0,0,2
17.5,30.1,31.5,38.3,39.5,12.6,14,20.8,22,0.14,0.971428571,0.171428571,22,0.031428571,1,1,1,1,1,2
23.5,32.2,32.3,0,0,8.7,8.8,0,0,0.01,-4.614285714,0,-23.5,-0.01,0.333333333,1,1,0,0,15
20.1,27.3,33,0,0,7.2,16.8,0,0,0.57,-4.714285714,0,-20.1,-0.57,0,1,0,0,0,15
23.1,28,33,0,0,4.9,16.8,0,0,0.5,-4.714285714,0,-23.1,-0.5,0,1,0,0,0,15
11.1,12.5,33,0,0,1.4,16.8,0,0,2.05,-4.714285714,0,-11.1,-2.05,0,1,0,0,0,15
20,27,33,0,0,7,16.8,0,0,0.6,-4.714285714,0,-20,-0.6,0,1,0,0,0,15
18.2,34.2,37,0,0,16,18.8,0,0,0.28,-5.285714286,0,-18.2,-0.28,0.333333333,1,1,0,0,15
22,23.7,33,0,0,1.7,16.8,0,0,0.93,-4.714285714,0,-22,-0.93,0,1,0,0,0,15
5.75,10.775,33,0,0,0,16.8,0,0,2.2225,-4.714285714,0,-5.75,-2.2225,0,1,0,0,0,15
15.6,22.2,33,0,0,6.6,16.8,0,0,1.08,-4.714285714,0,-15.6,-1.08,0,1,0,0,0,15
19.3,23.4,33,0,0,4.1,16.8,0,0,0.96,-4.714285714,0,-19.3,-0.96,0,1,0,0,0,15
18.2,27.1,33,0,0,8.9,16.8,0,0,0.59,-4.714285714,0,-18.2,-0.59,0,1,0,0,0,15
18.2,28.1,31.4,0,0,9.9,13.2,0,0,0.33,-4.485714286,0,-18.2,-0.33,0.333333333,1,1,0,0,15
19,28.3,32.2,0,0,9.3,13.2,0,0,0.39,-4.6,0,-19,-0.39,0.333333333,1,1,0,0,14
15.5,30,30.5,0,0,14.5,15,0,0,0.05,-4.357142857,0,-15.5,-0.05,0.333333333,1,1,0,0,14
21,35.3,37,0,0,14.3,16,0,0,0.17,-5.285714286,0,-21,-0.17,0.333333333,1,1,0,0,14
5.75,10.775,15.4375,0,0,0,0,0,0,0.46625,-2.205357143,0,-5.75,-0.46625,0,1,0,0,0,14
13.3,19.1,24.5,0,0,5.8,11.2,0,0,0.54,-3.5,0,-13.3,-0.54,0.333333333,1,1,0,0,14
5.75,10.775,15.4375,0,0,0,0,0,0,0.46625,-2.205357143,0,-5.75,-0.46625,0,1,0,0,0,14
13.5,20,15.4375,0,0,6.5,0,0,0,-0.45625,-2.205357143,0,-13.5,0.45625,0,1,0,0,0,14
5.75,10.775,15.4375,0,0,0,0,0,0,0.46625,-2.205357143,0,-5.75,-0.46625,0,1,0,0,0,14
6,14.7,15.4375,0,0,8.7,0,0,0,0.07375,-2.205357143,0,-6,-0.07375,0,1,0,0,0,14
5.75,10.775,15.4375,0,0,0,0,0,0,0.46625,-2.205357143,0,-5.75,-0.46625,0,1,0,0,0,14
5.75,10.775,15.4375,0,0,0,0,0,0,0.46625,-2.205357143,0,-5.75,-0.46625,0,1,0,0,0,14
5.75,10.775,15.4375,0,0,0,0,0,0,0.46625,-2.205357143,0,-5.75,-0.46625,0,1,0,0,0,14
26,32.8,34,0,0,6.8,8,0,0,0.12,-4.857142857,0,-26,-0.12,0.333333333,1,1,0,0,11
25.1,28.8,32.5,0,0,3.7,7.4,0,0,0.37,-4.642857143,0,-25.1,-0.37,0.333333333,1,1,0,0,11
20.1,36.4,36.9,0,0,16.3,16.8,0,0,0.05,-5.271428571,0,-20.1,-0.05,0.333333333,1,1,0,0,11
21.3,27.5,28,0,0,6.2,6.7,0,0,0.05,-4,0,-21.3,-0.05,0.333333333,1,1,0,0,11
24.1,33.1,33.5,0,0,9,9.4,0,0,0.04,-4.785714286,0,-24.1,-0.04,0.333333333,1,1,0,0,11
22.1,27,32,0,0,4.9,9.9,0,0,0.5,-4.571428571,0,-22.1,-0.5,0.333333333,1,1,0,0,11
5.75,10.775,32.5,0,0,0,9.65,0,0,2.1725,-4.642857143,0,-5.75,-2.1725,0,1,0,0,0,11
24,28.2,33.5,0,0,4.2,9.5,0,0,0.53,-4.785714286,0,-24,-0.53,0.333333333,1,1,0,0,11
17,30.1,32.5,0,0,13.1,15.5,0,0,0.24,-4.642857143,0,-17,-0.24,0.333333333,1,1,0,0,11
5.75,10.775,32.5,0,0,0,9.65,0,0,2.1725,-4.642857143,0,-5.75,-2.1725,0,1,0,0,0,11
5.75,10.775,32.5,0,0,0,9.65,0,0,2.1725,-4.642857143,0,-5.75,-2.1725,0,1,0,0,0,11
5.75,10.775,32.5,0,0,0,9.65,0,0,2.1725,-4.642857143,0,-5.75,-2.1725,0,1,0,0,0,11
16,21.5,26.1,0,0,5.5,10.1,0,0,0.46,-3.728571429,0,-16,-0.46,0.333333333,1,1,0,0,10
21,28.5,30.4,31.4,0,7.5,9.4,10.4,0,0.19,0.142857143,-4.485714286,-21,-4.675714286,0.666666667,1,1,1,0,10
17,25.6,31,31.3,32,8.6,14,14.3,15,0.54,0.042857143,0.1,15,-0.44,1,1,1,1,1,10
22.1,27.5,29.8,32,0,5.4,7.7,9.9,0,0.23,0.314285714,-4.571428571,-22.1,-4.801428571,0.666666667,1,1,1,0,10
19.2,25,28.3,31.5,32,5.8,9.1,12.3,12.8,0.33,0.457142857,0.071428571,12.8,-0.258571429,1,1,1,1,1,10
18.4,25,26.6,30.5,0,6.6,8.2,12.1,0,0.16,0.557142857,-4.357142857,-18.4,-4.517142857,0.666666667,1,1,1,0,10
5.75,10.775,27.75,0,0,0,9.25,0,0,1.6975,-3.964285714,0,-5.75,-1.6975,0,1,0,0,0,10
22.5,27.2,28.4,0,0,4.7,5.9,0,0,0.12,-4.057142857,0,-22.5,-0.12,0.333333333,1,1,0,0,10
5.75,10.775,27.75,0,0,0,9.25,0,0,1.6975,-3.964285714,0,-5.75,-1.6975,0,1,0,0,0,10
5.75,10.775,27.75,0,0,0,9.25,0,0,1.6975,-3.964285714,0,-5.75,-1.6975,0,1,0,0,0,10
